,frame_num,num_of_faces,percentage
0,2609_frame.jpg,1,[1.762390222073055]
1,2323_frame.jpg,0,[]
2,5735_frame.jpg,0,[]
3,7730_frame.jpg,0,[]
4,5029_frame.jpg,0,[]
5,5503_frame.jpg,0,[]
6,2115_frame.jpg,0,[]
7,97_frame.jpg,0,[]
8,5818_frame.jpg,2,"[2.466856855177043, 1.0575739777367568]"
9,7506_frame.jpg,0,[]
10,2924_frame.jpg,1,[0.45309615707333445]
11,7676_frame.jpg,0,[]
12,7395_frame.jpg,0,[]
13,5359_frame.jpg,1,[1.258600436314818]
14,5390_frame.jpg,0,[]
15,5673_frame.jpg,7,"[1.713095038317391, 0.5048386194551658, 0.909338815237456, 0.6167142137942607, 1.3009033954242883, 1.0575739777367568, 0.45309615707333445]"
16,2786_frame.jpg,1,[11.580522459025563]
17,2265_frame.jpg,0,[]
18,2862_frame.jpg,0,[]
19,7489_frame.jpg,0,[]
20,7440_frame.jpg,1,[1.0963808245231303]
21,5997_frame.jpg,2,"[3.637355260949824, 2.2937992951837556]"
22,2579_frame.jpg,0,[]
23,7992_frame.jpg,0,[]
24,2053_frame.jpg,0,[]
25,5445_frame.jpg,1,[2.408471779381328]
26,379_frame.jpg,1,[2.707389383006097]
27,6446_frame.jpg,0,[]
28,653_frame.jpg,1,[4.9508446607372605]
29,3864_frame.jpg,0,[]
30,8171_frame.jpg,2,"[1.8123846282933378, 0.5048386194551658]"
31,4991_frame.jpg,1,[4.867986798679868]
32,8492_frame.jpg,0,[]
33,1099_frame.jpg,0,[]
34,4958_frame.jpg,0,[]
35,1050_frame.jpg,0,[]
36,3055_frame.jpg,0,[]
37,6994_frame.jpg,0,[]
38,1861_frame.jpg,0,[]
39,4169_frame.jpg,1,[3.0891648486882586]
40,4443_frame.jpg,0,[]
41,1785_frame.jpg,0,[]
42,1266_frame.jpg,0,[]
43,8347_frame.jpg,0,[]
44,186_frame.jpg,1,[0.8394165687755216]
45,465_frame.jpg,1,[1.762390222073055]
46,6393_frame.jpg,0,[]
47,6670_frame.jpg,0,[]
48,4675_frame.jpg,1,[1.4320076075404151]
49,4396_frame.jpg,0,[]
50,3749_frame.jpg,0,[]
51,3263_frame.jpg,0,[]
52,3780_frame.jpg,0,[]
53,4505_frame.jpg,1,[2.350785926050232]
54,1927_frame.jpg,1,[2.2937992951837556]
55,3439_frame.jpg,0,[]
56,3113_frame.jpg,0,[]
57,1116_frame.jpg,1,[1.3439055769983779]
58,8037_frame.jpg,0,[]
59,3922_frame.jpg,1,[5.289268333613022]
60,715_frame.jpg,0,[]
61,6500_frame.jpg,0,[]
62,3325_frame.jpg,0,[]
63,838_frame.jpg,0,[]
64,4219_frame.jpg,1,[11.836437881076243]
65,4733_frame.jpg,1,[6.852380153269564]
66,6736_frame.jpg,0,[]
67,523_frame.jpg,0,[]
68,8201_frame.jpg,1,[1.1760921854897355]
69,1320_frame.jpg,1,[2.2937992951837556]
70,7326_frame.jpg,0,[]
71,5323_frame.jpg,0,[]
72,5609_frame.jpg,2,"[7.149200089500475, 1.0963808245231303]"
73,2735_frame.jpg,3,"[1.0575739777367568, 0.5593779716954747, 1.0194663534150026]"
74,7110_frame.jpg,2,"[1.3439055769983779, 1.4771074565083628]"
75,2818_frame.jpg,1,[0.3146501090787045]
76,5924_frame.jpg,0,[]
77,2503_frame.jpg,0,[]
78,2029_frame.jpg,0,[]
79,7921_frame.jpg,0,[]
80,5115_frame.jpg,0,[]
81,2390_frame.jpg,0,[]
82,2673_frame.jpg,1,[0.8740280807741792]
83,2359_frame.jpg,2,"[1.8123846282933378, 1.6644990770263466]"
84,5786_frame.jpg,0,[]
85,5265_frame.jpg,1,[5.3756223079935115]
86,7260_frame.jpg,1,[2.0193544778206634]
87,7783_frame.jpg,1,[0.6464311685405829]
88,5053_frame.jpg,0,[]
89,5579_frame.jpg,4,"[2.707389383006097, 0.9820579515578677, 1.0963808245231303, 1.0194663534150026]"
90,7867_frame.jpg,0,[]
91,2445_frame.jpg,0,[]
92,5862_frame.jpg,1,[1.4320076075404151]
93,24_frame.jpg,0,[]
94,2997_frame.jpg,1,[1.0194663534150026]
95,7056_frame.jpg,2,"[0.7722912121720646, 0.909338815237456]"
96,1994_frame.jpg,0,[]
97,4055_frame.jpg,0,[]
98,3443_frame.jpg,0,[]
99,6861_frame.jpg,0,[]
100,3169_frame.jpg,1,[13.706158751468367]
101,8084_frame.jpg,0,[]
102,4864_frame.jpg,1,[19.970143200760752]
103,1446_frame.jpg,2,"[2.646207417351905, 1.258600436314818]"
104,3958_frame.jpg,1,[1.914471108127762]
105,6050_frame.jpg,0,[]
106,3991_frame.jpg,1,[0.7722912121720646]
107,245_frame.jpg,0,[]
108,6099_frame.jpg,0,[]
109,3675_frame.jpg,0,[]
110,842_frame.jpg,0,[]
111,3396_frame.jpg,0,[]
112,4263_frame.jpg,0,[]
113,4780_frame.jpg,0,[]
114,4749_frame.jpg,0,[]
115,590_frame.jpg,0,[]
116,6785_frame.jpg,0,[]
117,559_frame.jpg,0,[]
118,6266_frame.jpg,1,[1.3439055769983779]
119,1393_frame.jpg,1,[40.891928175868436]
120,1670_frame.jpg,2,"[0.29402304637243387, 0.8740280807741792]"
121,303_frame.jpg,0,[]
122,629_frame.jpg,0,[]
123,6116_frame.jpg,0,[]
124,1500_frame.jpg,1,[5.999678357666275]
125,8421_frame.jpg,1,[7.45231302791296]
126,4922_frame.jpg,1,[15.125580354645635]
127,6927_frame.jpg,2,"[0.9820579515578677, 12.754167365889133]"
128,3505_frame.jpg,1,[7.76171896850702]
129,4113_frame.jpg,1,[3.4265396878670917]
130,4439_frame.jpg,0,[]
131,1736_frame.jpg,2,"[2.83185098170834, 2.2937992951837556]"
132,6320_frame.jpg,1,[5.034401745259272]
133,135_frame.jpg,0,[]
134,4325_frame.jpg,1,[1.0575739777367568]
135,904_frame.jpg,0,[]
136,3733_frame.jpg,0,[]
137,3219_frame.jpg,0,[]
138,4331_frame.jpg,1,[1.216996699669967]
139,910_frame.jpg,1,[5.817880516865246]
140,3727_frame.jpg,1,[1.914471108127762]
141,8329_frame.jpg,0,[]
142,1722_frame.jpg,1,[2.83185098170834]
143,1208_frame.jpg,0,[]
144,121_frame.jpg,0,[]
145,6334_frame.jpg,0,[]
146,3511_frame.jpg,3,"[8.184049337137104, 3.7090255635733067, 14.549421043799295]"
147,6933_frame.jpg,1,[1.0194663534150026]
148,4107_frame.jpg,1,[4.464185825362197]
149,6102_frame.jpg,1,[1.616602338199922]
150,317_frame.jpg,1,[1.3876069810370868]
151,6428_frame.jpg,0,[]
152,4936_frame.jpg,1,[1.86307825697824]
153,8435_frame.jpg,0,[]
154,1514_frame.jpg,0,[]
155,6272_frame.jpg,1,[9.175197180735022]
156,6791_frame.jpg,0,[]
157,584_frame.jpg,0,[]
158,6758_frame.jpg,1,[2.072844996364043]
159,1664_frame.jpg,1,[6.754838619455166]
160,1387_frame.jpg,0,[]
161,3382_frame.jpg,0,[]
162,3661_frame.jpg,0,[]
163,856_frame.jpg,0,[]
164,4794_frame.jpg,1,[4.153731051071209]
165,4277_frame.jpg,0,[]
166,1452_frame.jpg,1,[9.175197180735022]
167,8059_frame.jpg,1,[3.02378754824635]
168,8090_frame.jpg,0,[]
169,4870_frame.jpg,1,[13.568062314706047]
170,1178_frame.jpg,0,[]
171,251_frame.jpg,0,[]
172,3985_frame.jpg,1,[0.587696481512558]
173,6044_frame.jpg,0,[]
174,298_frame.jpg,0,[]
175,1949_frame.jpg,2,"[0.909338815237456, 1.4320076075404151]"
176,4041_frame.jpg,1,[1.762390222073055]
177,1980_frame.jpg,1,[1.5694048218381158]
178,4088_frame.jpg,0,[]
179,6875_frame.jpg,1,[2.959109470269061]
180,3457_frame.jpg,2,"[3.4961123230967166, 6.091626111763718]"
181,30_frame.jpg,0,[]
182,5876_frame.jpg,1,[1.8123846282933378]
183,7042_frame.jpg,1,[14.98049169323712]
184,2983_frame.jpg,0,[]
185,7568_frame.jpg,1,[3.8544638362141304]
186,5047_frame.jpg,0,[]
187,2451_frame.jpg,0,[]
188,2498_frame.jpg,0,[]
189,7873_frame.jpg,0,[]
190,7797_frame.jpg,0,[]
191,7274_frame.jpg,2,"[3.4265396878670917, 1.3439055769983779]"
192,2667_frame.jpg,0,[]
193,2384_frame.jpg,0,[]
194,5271_frame.jpg,0,[]
195,5792_frame.jpg,0,[]
196,7935_frame.jpg,1,[0.5317586843430107]
197,2517_frame.jpg,1,[2.8951306147563907]
198,5101_frame.jpg,0,[]
199,7104_frame.jpg,0,[]
200,5930_frame.jpg,0,[]
201,5337_frame.jpg,0,[]
202,2721_frame.jpg,0,[]
203,7332_frame.jpg,0,[]
204,7618_frame.jpg,0,[]
205,537_frame.jpg,0,[]
206,6208_frame.jpg,2,"[2.2937992951837556, 5.908429826033451]"
207,6722_frame.jpg,1,[14.98049169323712]
208,1334_frame.jpg,3,"[5.3756223079935115, 1.0575739777367568, 2.2937992951837556]"
209,8215_frame.jpg,1,[31.675127258488562]
210,3331_frame.jpg,1,[13.157968339206802]
211,4727_frame.jpg,1,[7.149200089500475]
212,1428_frame.jpg,0,[]
213,8023_frame.jpg,1,[7.45231302791296]
214,8509_frame.jpg,0,[]
215,1102_frame.jpg,0,[]
216,6514_frame.jpg,1,[1.4771074565083628]
217,3936_frame.jpg,1,[5.999678357666275]
218,701_frame.jpg,0,[]
219,1933_frame.jpg,1,[2.072844996364043]
220,4511_frame.jpg,2,"[1.3439055769983779, 2.959109470269061]"
221,3107_frame.jpg,1,[26.43934944341892]
222,4382_frame.jpg,0,[]
223,4661_frame.jpg,0,[]
224,3794_frame.jpg,1,[1.0963808245231303]
225,3277_frame.jpg,0,[]
226,8353_frame.jpg,0,[]
227,1758_frame.jpg,1,[3.7090255635733067]
228,1272_frame.jpg,1,[1.6644990770263466]
