,frame_num,num_of_faces,percentage
349,7475_frame.jpg,0,[]
350,5470_frame.jpg,0,[]
351,5193_frame.jpg,1,[16.439482041418795]
352,2066_frame.jpg,0,[]
353,2585_frame.jpg,0,[]
354,5700_frame.jpg,0,[]
355,2316_frame.jpg,5,"[1.681986253373291, 1.5774328696455995, 3.549223956702599, 4.305884808635625, 3.4470933786584363]"
356,7705_frame.jpg,0,[]
357,2120_frame.jpg,0,[]
358,5536_frame.jpg,0,[]
359,7533_frame.jpg,0,[]
360,7019_frame.jpg,0,[]
361,2911_frame.jpg,1,[8.063097314785823]
362,2905_frame.jpg,0,[]
363,7527_frame.jpg,0,[]
364,5839_frame.jpg,1,[3.296693056611651]
365,2134_frame.jpg,0,[]
366,5522_frame.jpg,0,[]
367,5008_frame.jpg,2,"[0.523512397310313, 0.5637682455904937]"
368,7711_frame.jpg,0,[]
369,5714_frame.jpg,1,[4.652532391048291]
370,2302_frame.jpg,6,"[0.523512397310313, 0.4116905965320332, 0.8366134394894962, 1.2839006426026152, 1.2839006426026152, 0.9661403587243369]"
371,2628_frame.jpg,3,"[7.380425221034425, 1.7175828599543765, 2.8656200146113817]"
372,5187_frame.jpg,1,[0.9394894962055136]
373,5464_frame.jpg,0,[]
374,2591_frame.jpg,2,"[7.306436462852798, 0.6055150512143848]"
375,2072_frame.jpg,0,[]
376,2558_frame.jpg,0,[]
377,7461_frame.jpg,0,[]
378,7182_frame.jpg,1,[1.2531496473885881]
379,2843_frame.jpg,1,[10.031161008483547]
380,2244_frame.jpg,0,[]
381,5652_frame.jpg,0,[]
382,5378_frame.jpg,0,[]
383,7657_frame.jpg,0,[]
384,3242_frame.jpg,1,[0.7397012121483204]
385,996_frame.jpg,0,[]
386,3768_frame.jpg,0,[]
387,4654_frame.jpg,1,[6.587049544512531]
388,6651_frame.jpg,1,[2.173815807129758]
389,6698_frame.jpg,0,[]
390,444_frame.jpg,1,[0.523512397310313]
391,1247_frame.jpg,1,[3.8645614348973476]
392,4462_frame.jpg,1,[4.830888163289648]
393,1889_frame.jpg,2,"[0.14611381968361883, 0.15673689075755542]"
394,4181_frame.jpg,1,[6.3785018860610405]
395,1840_frame.jpg,0,[]
396,4148_frame.jpg,0,[]
397,3074_frame.jpg,0,[]
398,3597_frame.jpg,1,[11.0049425235944]
399,4979_frame.jpg,1,[21.16581682098075]
400,1592_frame.jpg,2,"[0.4847475063738426, 1.4106320168179987]"
401,1071_frame.jpg,0,[]
402,391_frame.jpg,1,[12.793159487707056]
403,672_frame.jpg,0,[]
404,3845_frame.jpg,0,[]
405,358_frame.jpg,0,[]
406,6184_frame.jpg,2,"[0.17910125091321136, 0.19084253999493075]"
407,6467_frame.jpg,0,[]
408,1301_frame.jpg,1,[4.305884808635625]
409,502_frame.jpg,0,[]
410,6717_frame.jpg,0,[]
411,4712_frame.jpg,1,[8.93847564521179]
412,4238_frame.jpg,0,[]
413,819_frame.jpg,0,[]
414,3304_frame.jpg,0,[]
415,6521_frame.jpg,1,[20.418847191781843]
416,3903_frame.jpg,2,"[25.790580131502438, 0.4474735727810828]"
417,734_frame.jpg,1,[1.7898942911243312]
418,1137_frame.jpg,1,[1.4432467087116638]
419,3132_frame.jpg,1,[14.094206139762342]
420,3418_frame.jpg,0,[]
421,1906_frame.jpg,2,"[1.222771391510489, 1.1631330977620729]"
422,4524_frame.jpg,0,[]
423,5134_frame.jpg,0,[]
424,2008_frame.jpg,0,[]
425,2522_frame.jpg,2,"[0.15673689075755542, 0.2029565684125777]"
426,5905_frame.jpg,0,[]
427,7131_frame.jpg,0,[]
428,2839_frame.jpg,0,[]
429,2714_frame.jpg,0,[]
430,5628_frame.jpg,1,[0.523512397310313]
431,5302_frame.jpg,0,[]
432,7307_frame.jpg,0,[]
433,7077_frame.jpg,0,[]
434,7594_frame.jpg,0,[]
435,5843_frame.jpg,1,[2.6391808680353654]
436,2187_frame.jpg,1,[0.8617733446646091]
437,2464_frame.jpg,0,[]
438,5558_frame.jpg,0,[]
439,5591_frame.jpg,1,[5.772986834846655]
440,5072_frame.jpg,0,[]
441,7288_frame.jpg,0,[]
442,7241_frame.jpg,0,[]
443,5244_frame.jpg,0,[]
444,2378_frame.jpg,0,[]
445,2652_frame.jpg,1,[16.77327011674196]
446,1698_frame.jpg,4,"[0.7164050036528454, 4.419943045429471, 0.523512397310313, 0.5637682455904937]"
447,1651_frame.jpg,4,"[0.3445975160650654, 0.3287560942881424, 0.42939571498859413, 1.9771958074279494]"
448,578_frame.jpg,3,"[1.5774328696455995, 1.3783900642602616, 0.5844552787344753]"
449,6247_frame.jpg,1,[0.5844552787344753]
450,4768_frame.jpg,0,[]
451,4242_frame.jpg,1,[4.593825945639695]
452,3654_frame.jpg,2,"[1.0483293822963724, 1.4762341399412562]"
453,863_frame.jpg,0,[]
454,787_frame.jpg,2,"[0.787411847147053, 0.5434539517824395]"
455,264_frame.jpg,1,[1.5095943105067764]
456,6592_frame.jpg,0,[]
457,3979_frame.jpg,0,[]
458,6071_frame.jpg,0,[]
459,1184_frame.jpg,0,[]
460,1467_frame.jpg,0,[]
461,4845_frame.jpg,0,[]
462,6840_frame.jpg,1,[15.99964962502423]
463,3148_frame.jpg,1,[1.5774328696455995]
464,6889_frame.jpg,0,[]
465,3462_frame.jpg,0,[]
466,3181_frame.jpg,1,[0.6934815344932981]
467,4074_frame.jpg,0,[]
468,4597_frame.jpg,0,[]
469,3238_frame.jpg,1,[1.222771391510489]
470,925_frame.jpg,0,[]
471,3712_frame.jpg,1,[4.137592998464314]
472,4304_frame.jpg,0,[]
473,114_frame.jpg,0,[]
474,6301_frame.jpg,2,"[12.118687659346065, 3.1013776445855883]"
475,1717_frame.jpg,0,[]
476,4418_frame.jpg,0,[]
477,4132_frame.jpg,0,[]
478,3524_frame.jpg,1,[20.542410281641843]
479,6906_frame.jpg,0,[]
480,4903_frame.jpg,0,[]
481,1521_frame.jpg,0,[]
482,608_frame.jpg,1,[0.9132113730226179]
483,6137_frame.jpg,0,[]
484,322_frame.jpg,1,[16.885278287188203]
485,6211_frame.jpg,2,"[3.600848354728571, 2.2142580250779025]"
486,1607_frame.jpg,2,"[0.9394894962055136, 0.8617733446646091]"
487,3328_frame.jpg,0,[]
488,3602_frame.jpg,1,[4.19331752918549]
489,835_frame.jpg,1,[0.6487528141819863]
490,4214_frame.jpg,0,[]
491,4813_frame.jpg,1,[20.915335987237405]
492,1431_frame.jpg,1,[4.951655708130191]
493,6027_frame.jpg,0,[]
494,718_frame.jpg,2,"[0.7397012121483204, 0.4659241699094989]"
495,232_frame.jpg,1,[0.39435821741139987]
496,4508_frame.jpg,0,[]
497,4022_frame.jpg,0,[]
498,3434_frame.jpg,0,[]
499,6816_frame.jpg,0,[]
500,4678_frame.jpg,1,[4.891085566041956]
501,4352_frame.jpg,1,[1.3150243771525696]
502,973_frame.jpg,0,[]
503,3744_frame.jpg,1,[19.564342264167824]
504,1788_frame.jpg,1,[0.13586348794560987]
505,1741_frame.jpg,1,[13.788373514633745]
506,6357_frame.jpg,1,[25.514007544244162]
507,468_frame.jpg,0,[]
508,142_frame.jpg,3,"[1.681986253373291, 1.0483293822963724, 0.7164050036528454]"
509,3058_frame.jpg,0,[]
510,6950_frame.jpg,0,[]
511,3091_frame.jpg,1,[0.523512397310313]
512,6999_frame.jpg,0,[]
513,3572_frame.jpg,0,[]
514,4487_frame.jpg,1,[13.687174784929404]
515,4164_frame.jpg,1,[6.870331439817506]
516,374_frame.jpg,1,[11.741475451387336]
517,697_frame.jpg,1,[3.053480639918892]
518,6161_frame.jpg,4,"[0.763370159979723, 1.1631330977620729, 0.7164050036528454, 1.3783900642602616]"
519,6482_frame.jpg,0,[]
520,3869_frame.jpg,0,[]
521,1577_frame.jpg,0,[]
522,1094_frame.jpg,0,[]
523,4955_frame.jpg,0,[]
524,2574_frame.jpg,1,[1.1927658749683172]
525,2097_frame.jpg,2,"[8.614937901626634, 2.015774328696456]"
526,5448_frame.jpg,0,[]
527,5162_frame.jpg,0,[]
528,5481_frame.jpg,0,[]
529,7484_frame.jpg,0,[]
530,7167_frame.jpg,0,[]
531,5953_frame.jpg,0,[]
532,5354_frame.jpg,1,[16.218820354549656]
533,2268_frame.jpg,0,[]
534,2742_frame.jpg,1,[14.094206139762342]
535,7398_frame.jpg,0,[]
536,7351_frame.jpg,0,[]
537,53_frame.jpg,0,[]
538,5815_frame.jpg,1,[10.556723472141462]
539,2929_frame.jpg,1,[0.787411847147053]
540,7021_frame.jpg,1,[1.3783900642602616]
541,5024_frame.jpg,0,[]
542,2118_frame.jpg,0,[]
543,2432_frame.jpg,4,"[1.75355220587139, 1.222771391510489, 0.8118262736503108, 1.4762341399412562]"
544,7217_frame.jpg,1,[0.14611381968361883]
545,2604_frame.jpg,1,[22.57011226908798]
546,5738_frame.jpg,0,[]
547,5212_frame.jpg,0,[]
548,4602_frame.jpg,0,[]
549,4328_frame.jpg,0,[]
550,909_frame.jpg,0,[]
551,3214_frame.jpg,2,"[10.031161008483547, 1.6119112582189024]"
552,1211_frame.jpg,0,[]
553,412_frame.jpg,0,[]
554,6607_frame.jpg,0,[]
555,138_frame.jpg,1,[2.133746328517541]
556,3_frame.jpg,0,[]
557,3022_frame.jpg,0,[]
558,3508_frame.jpg,1,[10.734892874714856]
559,1816_frame.jpg,1,[0.7397012121483204]
560,4434_frame.jpg,1,[0.2551400754424416]
561,6431_frame.jpg,0,[]
562,624_frame.jpg,1,[1.2839006426026152]
563,3813_frame.jpg,1,[2.683723218678714]
564,1027_frame.jpg,0,[]
565,6741_frame.jpg,0,[]
566,554_frame.jpg,0,[]
567,6788_frame.jpg,2,"[6.173308881632897, 1.0205603017697664]"
568,1357_frame.jpg,0,[]
569,886_frame.jpg,1,[2.683723218678714]
570,3352_frame.jpg,2,"[0.763370159979723, 10.38004502691178]"
571,3678_frame.jpg,0,[]
572,4744_frame.jpg,1,[1.2839006426026152]
573,1161_frame.jpg,0,[]
574,4869_frame.jpg,1,[18.025860655126657]
575,1482_frame.jpg,0,[]
576,3955_frame.jpg,0,[]
577,762_frame.jpg,1,[7.6046279315948775]
578,281_frame.jpg,1,[0.5844552787344753]
579,6577_frame.jpg,0,[]
580,6094_frame.jpg,0,[]
581,248_frame.jpg,1,[0.6269475630302217]
582,4091_frame.jpg,1,[16.77327011674196]
583,4572_frame.jpg,1,[10.29226491330083]
584,1999_frame.jpg,0,[]
585,4058_frame.jpg,1,[5.135602570410461]
586,1950_frame.jpg,0,[]
587,3487_frame.jpg,0,[]
588,3164_frame.jpg,0,[]
589,29_frame.jpg,0,[]
590,7092_frame.jpg,0,[]
591,7571_frame.jpg,0,[]
592,2953_frame.jpg,0,[]
593,5574_frame.jpg,0,[]
594,5097_frame.jpg,0,[]
595,2162_frame.jpg,0,[]
596,2481_frame.jpg,0,[]
597,2448_frame.jpg,2,"[9.267977218171788, 7.680107647120216]"
598,7747_frame.jpg,0,[]
599,2354_frame.jpg,0,[]
600,5742_frame.jpg,0,[]
601,5268_frame.jpg,1,[0.4659241699094989]
602,2024_frame.jpg,1,[2.422060204857539]
603,5432_frame.jpg,0,[]
604,5118_frame.jpg,0,[]
605,2815_frame.jpg,0,[]
606,7437_frame.jpg,0,[]
607,5929_frame.jpg,0,[]
608,5604_frame.jpg,0,[]
609,2212_frame.jpg,0,[]
610,2738_frame.jpg,2,"[18.728101564014253, 1.222771391510489]"
611,7601_frame.jpg,0,[]
612,7615_frame.jpg,0,[]
613,5610_frame.jpg,0,[]
614,2206_frame.jpg,1,[16.10904862011898]
615,7423_frame.jpg,0,[]
616,2801_frame.jpg,0,[]
617,7109_frame.jpg,0,[]
618,2030_frame.jpg,0,[]
619,5426_frame.jpg,0,[]
620,2340_frame.jpg,0,[]
621,2389_frame.jpg,1,[12.501863696679639]
622,5756_frame.jpg,0,[]
623,7753_frame.jpg,0,[]
624,7279_frame.jpg,0,[]
625,5083_frame.jpg,0,[]
626,5560_frame.jpg,0,[]
627,2495_frame.jpg,4,"[0.7397012121483204, 0.9132113730226179, 0.8873059891756497, 0.8118262736503108]"
628,2176_frame.jpg,0,[]
629,2947_frame.jpg,0,[]
630,7565_frame.jpg,0,[]
